age_group,income_group,city_tier,purchase_frequency,preowned_willingness,auth_importance,discount_threshold,trust_score,max_spend,luxe_loop_interest
35-44,50K-1L,Tier 1,Rarely,No,High,40%+,3.4,15663,0
45+,<25K,Tier 1,Never,Definitely,Medium,0%,1.71,158812,0
18-24,1L-2L,Tier 2,Rarely,No,Low,20-40%,2.21,138107,1
35-44,<25K,Tier 2,Never,Definitely,Medium,40%+,2.35,105271,1
35-44,2L+,Tier 1,Occasionally,No,Medium,10-20%,3.27,72388,0
18-24,1L-2L,Tier 3,Never,No,Medium,10-20%,4.33,57335,0
25-34,50K-1L,Tier 2,Rarely,No,Low,10-20%,4.73,48315,0
25-34,2L+,Tier 3,Frequently,No,Low,20-40%,4.0,54334,0
45+,1L-2L,Tier 2,Occasionally,No,Low,20-40%,4.37,191964,0
25-34,50K-1L,Tier 2,Rarely,Maybe,Low,0%,2.88,197268,0
18-24,<25K,Tier 3,Occasionally,No,High,10-20%,2.56,44726,0
35-44,1L-2L,Tier 2,Occasionally,Maybe,Low,0%,2.57,211823,1
25-34,50K-1L,Tier 2,Rarely,No,Medium,0%,3.46,185678,0
45+,<25K,Tier 3,Rarely,Maybe,Low,40%+,1.5,253045,1
25-34,2L+,Tier 2,Frequently,Maybe,High,40%+,3.32,297838,1
18-24,2L+,Tier 2,Occasionally,Definitely,High,10-20%,3.66,167325,1
45+,2L+,Tier 2,Occasionally,No,High,20-40%,2.76,160302,0
25-34,2L+,Tier 3,Rarely,Definitely,Medium,40%+,4.81,190046,0
45+,25-50K,Tier 1,Never,Definitely,Low,20-40%,3.43,273177,1
18-24,1L-2L,Tier 3,Rarely,No,Low,0%,1.88,67461,0
35-44,1L-2L,Tier 1,Occasionally,Definitely,Low,0%,2.92,269809,0
18-24,25-50K,Tier 2,Rarely,No,Medium,0%,3.7,294169,1
18-24,50K-1L,Tier 1,Frequently,Definitely,Medium,0%,2.29,288142,0
18-24,50K-1L,Tier 3,Never,No,High,10-20%,1.32,109493,1
18-24,2L+,Tier 3,Rarely,No,High,0%,3.33,290201,1
35-44,<25K,Tier 2,Frequently,No,Low,40%+,4.79,84244,1
35-44,50K-1L,Tier 1,Occasionally,Maybe,Medium,0%,2.94,219680,1
45+,<25K,Tier 2,Rarely,Definitely,Medium,20-40%,4.62,206703,0
25-34,1L-2L,Tier 2,Occasionally,Maybe,Low,40%+,4.34,110887,1
35-44,<25K,Tier 3,Frequently,Definitely,Low,20-40%,1.59,72173,0
35-44,1L-2L,Tier 1,Occasionally,Definitely,High,20-40%,3.83,216278,0
25-34,25-50K,Tier 1,Frequently,Definitely,High,10-20%,2.74,43734,0
35-44,25-50K,Tier 1,Frequently,Maybe,High,10-20%,2.0,67072,0
18-24,2L+,Tier 1,Frequently,Definitely,Low,20-40%,3.75,239046,1
18-24,50K-1L,Tier 2,Rarely,Maybe,Low,20-40%,3.97,199855,1
25-34,2L+,Tier 2,Occasionally,No,High,0%,1.72,206811,1
45+,1L-2L,Tier 3,Occasionally,Definitely,High,40%+,4.66,223126,1
45+,2L+,Tier 2,Never,Definitely,Medium,0%,4.0,188429,1
25-34,<25K,Tier 2,Never,No,Medium,10-20%,4.73,144741,0
25-34,1L-2L,Tier 3,Never,No,High,10-20%,2.27,118272,1
18-24,25-50K,Tier 3,Never,Definitely,High,0%,4.76,72902,0
45+,50K-1L,Tier 3,Occasionally,No,Medium,40%+,2.47,61959,0
35-44,1L-2L,Tier 2,Frequently,Maybe,High,20-40%,1.22,101623,1
18-24,1L-2L,Tier 2,Frequently,Maybe,Medium,0%,4.05,136438,0
25-34,<25K,Tier 3,Rarely,Definitely,Medium,10-20%,3.81,53415,0
45+,50K-1L,Tier 3,Frequently,Maybe,Medium,40%+,3.39,129716,1
35-44,25-50K,Tier 3,Occasionally,Maybe,Low,10-20%,2.96,14907,1
35-44,1L-2L,Tier 2,Occasionally,Definitely,Low,40%+,1.13,37780,1
18-24,1L-2L,Tier 2,Occasionally,No,High,40%+,3.5,40085,0
45+,<25K,Tier 1,Rarely,Definitely,Medium,40%+,2.67,287570,1
45+,2L+,Tier 2,Never,Maybe,Low,0%,3.24,274629,1
25-34,25-50K,Tier 2,Frequently,Definitely,High,0%,2.72,234632,0
45+,50K-1L,Tier 2,Occasionally,Definitely,High,0%,4.86,261216,1
45+,1L-2L,Tier 3,Occasionally,Maybe,High,40%+,3.42,251209,0
18-24,1L-2L,Tier 2,Never,Maybe,High,40%+,4.0,96005,0
45+,25-50K,Tier 3,Occasionally,Definitely,High,10-20%,4.75,63528,1
35-44,2L+,Tier 1,Frequently,Maybe,Medium,20-40%,3.37,125631,0
18-24,1L-2L,Tier 1,Rarely,Maybe,High,0%,1.05,294943,0
18-24,25-50K,Tier 3,Occasionally,Maybe,Medium,40%+,1.14,258786,1
25-34,<25K,Tier 3,Frequently,Maybe,Low,10-20%,3.81,186532,1
45+,2L+,Tier 3,Occasionally,Maybe,High,10-20%,2.12,150949,1
25-34,50K-1L,Tier 2,Never,Maybe,Low,10-20%,3.32,264673,0
35-44,1L-2L,Tier 1,Occasionally,No,Medium,0%,1.81,280087,0
18-24,25-50K,Tier 3,Occasionally,Definitely,Medium,0%,2.08,172856,1
18-24,<25K,Tier 2,Rarely,Maybe,Low,20-40%,3.02,156527,1
18-24,50K-1L,Tier 1,Never,Definitely,High,10-20%,4.9,226099,1
35-44,25-50K,Tier 2,Never,No,High,0%,3.47,207520,0
35-44,25-50K,Tier 1,Rarely,Maybe,Low,10-20%,4.74,32371,1
25-34,50K-1L,Tier 2,Occasionally,Definitely,Low,40%+,4.84,103746,0
25-34,<25K,Tier 1,Frequently,Maybe,Low,10-20%,1.83,106248,1
25-34,<25K,Tier 1,Never,Maybe,High,20-40%,2.24,169238,0
45+,2L+,Tier 2,Never,Maybe,High,0%,4.08,292871,0
18-24,1L-2L,Tier 3,Occasionally,Maybe,High,40%+,4.47,119000,1
18-24,50K-1L,Tier 1,Occasionally,Maybe,Low,0%,3.08,68969,0
25-34,50K-1L,Tier 3,Never,Maybe,High,40%+,4.97,73531,0
18-24,50K-1L,Tier 2,Occasionally,Maybe,Medium,10-20%,1.05,44097,1
25-34,<25K,Tier 3,Frequently,No,Low,10-20%,2.2,171056,1
45+,1L-2L,Tier 3,Never,No,High,20-40%,3.49,55859,0
45+,2L+,Tier 3,Frequently,Maybe,Low,20-40%,2.88,201300,0
35-44,25-50K,Tier 3,Frequently,Maybe,Medium,40%+,1.47,158222,0
45+,25-50K,Tier 3,Occasionally,No,Medium,20-40%,2.47,236944,1
25-34,50K-1L,Tier 1,Frequently,No,Low,20-40%,1.1,61790,0
45+,1L-2L,Tier 1,Occasionally,No,Low,20-40%,3.57,282792,0
35-44,<25K,Tier 1,Rarely,Maybe,Medium,20-40%,4.57,66779,1
18-24,1L-2L,Tier 2,Occasionally,Definitely,Low,10-20%,4.54,111371,1
25-34,1L-2L,Tier 3,Frequently,Definitely,Medium,20-40%,3.8,39593,1
18-24,<25K,Tier 1,Rarely,Definitely,Medium,10-20%,2.86,276959,1
35-44,50K-1L,Tier 2,Occasionally,Definitely,High,10-20%,3.05,167495,1
35-44,1L-2L,Tier 1,Frequently,Maybe,Low,0%,1.55,288446,0
35-44,25-50K,Tier 1,Never,Definitely,Low,10-20%,2.36,197136,0
18-24,<25K,Tier 3,Never,No,High,10-20%,1.75,222872,0
18-24,2L+,Tier 2,Occasionally,No,Medium,20-40%,4.28,163907,1
18-24,50K-1L,Tier 3,Occasionally,Definitely,Low,10-20%,4.66,54282,1
18-24,<25K,Tier 3,Never,No,High,40%+,3.15,133451,1
35-44,2L+,Tier 1,Frequently,Maybe,High,20-40%,3.91,188786,0
35-44,2L+,Tier 3,Frequently,Definitely,Low,20-40%,1.49,203107,1
25-34,1L-2L,Tier 2,Frequently,Definitely,High,20-40%,3.43,28814,1
25-34,1L-2L,Tier 3,Occasionally,Maybe,Medium,0%,3.81,160161,1
18-24,1L-2L,Tier 3,Rarely,No,High,20-40%,2.81,86673,0
45+,<25K,Tier 3,Rarely,Maybe,Medium,10-20%,1.97,56940,1
45+,<25K,Tier 1,Rarely,Maybe,Medium,40%+,4.51,91796,1
35-44,50K-1L,Tier 2,Rarely,No,Low,20-40%,3.97,41476,0
35-44,1L-2L,Tier 1,Rarely,Maybe,High,20-40%,4.6,137841,1
35-44,2L+,Tier 1,Occasionally,No,Medium,40%+,4.27,183066,1
25-34,25-50K,Tier 1,Occasionally,No,Medium,20-40%,4.96,282778,1
25-34,50K-1L,Tier 1,Rarely,Maybe,High,0%,1.77,241107,0
35-44,<25K,Tier 1,Occasionally,No,Medium,10-20%,1.35,131259,1
35-44,50K-1L,Tier 2,Occasionally,Maybe,High,40%+,2.35,184357,1
35-44,50K-1L,Tier 3,Rarely,No,Low,40%+,1.52,191571,0
45+,50K-1L,Tier 1,Frequently,Definitely,Medium,0%,3.09,24420,0
25-34,50K-1L,Tier 1,Occasionally,No,Medium,10-20%,3.53,161308,1
45+,25-50K,Tier 2,Frequently,No,High,0%,3.31,273362,0
45+,1L-2L,Tier 2,Occasionally,Maybe,High,10-20%,2.04,129283,1
35-44,2L+,Tier 3,Occasionally,No,High,0%,4.64,210103,0
35-44,50K-1L,Tier 2,Rarely,Definitely,High,20-40%,1.08,235461,1
18-24,50K-1L,Tier 3,Occasionally,Definitely,Medium,0%,2.39,69057,1
18-24,50K-1L,Tier 1,Never,No,Low,40%+,3.88,212979,1
45+,1L-2L,Tier 1,Never,No,Low,40%+,4.07,219202,0
25-34,<25K,Tier 3,Rarely,Definitely,Low,40%+,2.66,147298,0
35-44,<25K,Tier 2,Frequently,Maybe,Low,0%,1.07,128108,1
35-44,25-50K,Tier 3,Frequently,Definitely,High,40%+,3.47,277190,1
45+,<25K,Tier 2,Frequently,Definitely,Medium,40%+,1.25,251027,1
18-24,50K-1L,Tier 1,Never,No,Medium,20-40%,1.43,42117,1
25-34,50K-1L,Tier 2,Frequently,No,Medium,20-40%,3.6,134980,0
18-24,50K-1L,Tier 3,Frequently,Definitely,High,10-20%,2.25,214944,0
18-24,25-50K,Tier 3,Rarely,Maybe,Medium,10-20%,2.39,193349,1
18-24,50K-1L,Tier 1,Frequently,Definitely,High,10-20%,2.95,221451,0
18-24,<25K,Tier 2,Never,Definitely,Medium,0%,4.91,22373,0
35-44,1L-2L,Tier 2,Never,Maybe,Low,10-20%,4.86,50452,0
35-44,1L-2L,Tier 2,Never,Definitely,High,0%,2.67,186161,1
18-24,2L+,Tier 1,Rarely,Definitely,Medium,0%,2.06,11654,1
25-34,<25K,Tier 2,Rarely,No,Low,10-20%,2.21,192213,0
45+,50K-1L,Tier 3,Occasionally,Maybe,Low,10-20%,2.08,128319,0
25-34,1L-2L,Tier 2,Frequently,No,Low,0%,3.13,224015,1
25-34,<25K,Tier 1,Rarely,No,High,20-40%,3.43,293727,1
25-34,1L-2L,Tier 2,Never,Maybe,High,40%+,2.96,254105,1
18-24,50K-1L,Tier 2,Never,Maybe,Medium,40%+,2.63,99242,0
35-44,1L-2L,Tier 3,Rarely,Definitely,Low,40%+,1.85,58968,0
25-34,2L+,Tier 2,Rarely,No,Medium,20-40%,2.93,139815,0
18-24,2L+,Tier 3,Rarely,Maybe,Medium,0%,2.36,168223,1
25-34,1L-2L,Tier 3,Occasionally,No,Low,10-20%,3.17,136590,1
25-34,<25K,Tier 1,Never,No,Medium,0%,3.7,283796,1
18-24,<25K,Tier 3,Occasionally,Maybe,High,0%,3.53,118114,1
35-44,<25K,Tier 3,Occasionally,Definitely,Medium,10-20%,2.85,250615,1
35-44,1L-2L,Tier 1,Frequently,No,Low,20-40%,3.22,256204,0
45+,<25K,Tier 3,Never,Maybe,High,40%+,2.14,239537,0
18-24,50K-1L,Tier 1,Never,Definitely,High,40%+,1.1,178420,0
45+,2L+,Tier 2,Rarely,No,Medium,0%,3.5,211494,1
45+,50K-1L,Tier 1,Rarely,Maybe,Medium,20-40%,2.01,82001,0
45+,<25K,Tier 3,Frequently,No,High,40%+,3.68,81757,1
35-44,50K-1L,Tier 1,Occasionally,Maybe,Medium,20-40%,3.99,29395,0
18-24,<25K,Tier 3,Rarely,Maybe,Low,10-20%,4.66,138407,0
45+,1L-2L,Tier 2,Rarely,No,Medium,0%,4.83,106978,1
18-24,50K-1L,Tier 1,Never,No,Medium,0%,1.04,249348,0
18-24,1L-2L,Tier 2,Never,Maybe,High,20-40%,4.96,136572,0
35-44,1L-2L,Tier 3,Rarely,Definitely,Medium,40%+,3.73,129541,0
45+,25-50K,Tier 3,Never,No,Medium,20-40%,3.57,228283,0
45+,<25K,Tier 2,Frequently,Maybe,Medium,10-20%,1.06,275227,0
18-24,2L+,Tier 1,Rarely,Maybe,Low,40%+,4.44,217328,0
25-34,<25K,Tier 1,Never,Definitely,Medium,40%+,1.58,188309,0
35-44,2L+,Tier 3,Frequently,Definitely,Low,20-40%,4.35,125423,1
35-44,<25K,Tier 2,Never,Definitely,Low,10-20%,1.06,225788,0
35-44,1L-2L,Tier 2,Never,No,Low,40%+,3.58,11613,1
35-44,50K-1L,Tier 1,Never,Maybe,Low,0%,2.74,202935,0
45+,50K-1L,Tier 1,Rarely,Maybe,High,10-20%,1.8,90666,1
45+,25-50K,Tier 1,Occasionally,Maybe,Low,40%+,1.43,27068,1
25-34,2L+,Tier 2,Never,Definitely,Medium,20-40%,2.76,286090,0
35-44,2L+,Tier 1,Frequently,Maybe,Low,40%+,1.49,156619,1
35-44,2L+,Tier 1,Rarely,No,Medium,0%,2.95,90237,1
18-24,1L-2L,Tier 3,Rarely,Definitely,Low,10-20%,3.5,272913,0
45+,2L+,Tier 1,Frequently,Definitely,High,40%+,4.31,160955,1
35-44,50K-1L,Tier 1,Never,Definitely,Low,0%,3.71,66340,0
25-34,1L-2L,Tier 2,Occasionally,Definitely,Low,40%+,1.26,84199,1
25-34,<25K,Tier 2,Never,No,High,40%+,2.23,109222,1
45+,2L+,Tier 3,Frequently,Maybe,Low,10-20%,2.15,238931,1
25-34,2L+,Tier 1,Rarely,No,Medium,20-40%,4.66,171234,1
25-34,<25K,Tier 3,Occasionally,Maybe,Low,20-40%,4.47,38434,0
45+,2L+,Tier 2,Rarely,No,Low,0%,2.48,289246,0
35-44,<25K,Tier 3,Frequently,Definitely,Low,0%,1.28,26536,0
35-44,1L-2L,Tier 2,Never,Definitely,High,0%,4.58,213963,0
25-34,50K-1L,Tier 3,Occasionally,No,Low,10-20%,4.55,203842,0
25-34,<25K,Tier 3,Rarely,No,Low,20-40%,4.42,109639,1
35-44,25-50K,Tier 1,Rarely,Maybe,Medium,0%,4.38,55775,0
45+,<25K,Tier 3,Rarely,No,Low,0%,2.92,36147,1
25-34,2L+,Tier 1,Never,No,Low,40%+,1.71,159731,0
18-24,1L-2L,Tier 1,Occasionally,Maybe,Low,40%+,2.91,245879,0
45+,1L-2L,Tier 1,Never,Maybe,Low,0%,2.98,109663,0
25-34,<25K,Tier 1,Never,Maybe,Medium,40%+,2.96,218168,0
25-34,50K-1L,Tier 3,Never,No,Medium,40%+,3.16,28088,1
18-24,25-50K,Tier 2,Frequently,Maybe,High,40%+,2.03,73464,0
18-24,1L-2L,Tier 2,Frequently,Definitely,Low,10-20%,2.46,295328,1
35-44,2L+,Tier 2,Frequently,Definitely,High,0%,2.74,156171,1
45+,2L+,Tier 3,Occasionally,Definitely,High,0%,1.52,226578,0
45+,50K-1L,Tier 1,Never,No,Low,40%+,2.82,227352,1
35-44,1L-2L,Tier 2,Never,Definitely,Medium,10-20%,4.24,42739,1
45+,<25K,Tier 3,Frequently,No,Medium,40%+,4.31,144461,0
45+,2L+,Tier 1,Never,No,Low,10-20%,2.65,22352,1
45+,50K-1L,Tier 2,Never,Definitely,Low,0%,3.08,131788,0
45+,1L-2L,Tier 1,Rarely,Maybe,Medium,40%+,1.13,36828,0
45+,1L-2L,Tier 2,Never,No,Low,0%,3.7,73040,1
18-24,1L-2L,Tier 2,Rarely,Definitely,Low,10-20%,2.62,99430,1
45+,1L-2L,Tier 2,Never,No,Low,20-40%,2.78,232603,1
18-24,1L-2L,Tier 1,Occasionally,Maybe,Medium,10-20%,4.49,120957,1
45+,2L+,Tier 3,Frequently,Maybe,High,20-40%,2.85,22748,1
35-44,50K-1L,Tier 1,Rarely,Definitely,High,0%,1.08,93636,1
25-34,1L-2L,Tier 2,Frequently,No,Low,0%,1.91,169763,1
18-24,25-50K,Tier 1,Rarely,No,Medium,40%+,2.9,120158,0
45+,25-50K,Tier 3,Rarely,No,Low,20-40%,2.7,224589,0
35-44,50K-1L,Tier 1,Rarely,No,Medium,10-20%,4.44,201354,0
25-34,<25K,Tier 3,Occasionally,Definitely,Low,0%,3.17,234316,1
18-24,<25K,Tier 3,Never,Maybe,Medium,20-40%,3.76,196432,1
25-34,<25K,Tier 1,Rarely,Definitely,Medium,10-20%,2.88,277390,1
35-44,25-50K,Tier 2,Occasionally,No,High,20-40%,2.76,246851,0
18-24,<25K,Tier 3,Rarely,No,Low,10-20%,2.79,64395,0
25-34,2L+,Tier 1,Never,Maybe,High,10-20%,2.64,168558,0
45+,1L-2L,Tier 3,Rarely,No,High,10-20%,3.15,227143,1
18-24,25-50K,Tier 2,Occasionally,Definitely,Medium,10-20%,2.0,267113,0
25-34,50K-1L,Tier 1,Never,Definitely,Low,20-40%,4.56,282004,0
35-44,50K-1L,Tier 1,Occasionally,Maybe,Medium,20-40%,2.33,22013,1
35-44,1L-2L,Tier 1,Never,Definitely,Medium,40%+,1.59,38542,0
18-24,25-50K,Tier 2,Never,Definitely,Medium,20-40%,1.39,29935,0
25-34,<25K,Tier 3,Frequently,Definitely,Low,20-40%,1.05,54079,0
18-24,<25K,Tier 1,Frequently,Definitely,Low,40%+,2.69,39111,1
18-24,2L+,Tier 3,Frequently,No,Medium,20-40%,1.75,211769,0
25-34,2L+,Tier 3,Never,Definitely,Low,10-20%,1.09,223008,1
25-34,<25K,Tier 2,Rarely,Maybe,Medium,0%,3.08,45565,1
45+,50K-1L,Tier 1,Occasionally,Maybe,Low,0%,3.72,24283,0
25-34,50K-1L,Tier 3,Occasionally,Definitely,Low,40%+,1.34,236362,0
35-44,2L+,Tier 1,Occasionally,Maybe,High,20-40%,2.84,91916,1
18-24,1L-2L,Tier 1,Frequently,Definitely,Medium,20-40%,3.97,84552,1
18-24,<25K,Tier 2,Never,Maybe,High,40%+,4.94,43233,1
35-44,2L+,Tier 1,Frequently,Maybe,High,0%,3.67,289839,1
25-34,2L+,Tier 1,Rarely,Definitely,Medium,10-20%,1.98,131440,1
35-44,<25K,Tier 3,Never,Definitely,Medium,20-40%,3.87,178806,0
35-44,<25K,Tier 2,Occasionally,No,Low,40%+,3.39,268649,1
45+,50K-1L,Tier 1,Frequently,Definitely,Medium,10-20%,1.85,6010,0
35-44,1L-2L,Tier 3,Frequently,Definitely,High,40%+,4.4,249300,1
18-24,1L-2L,Tier 2,Rarely,No,High,40%+,2.71,135560,0
35-44,<25K,Tier 2,Rarely,Definitely,Medium,40%+,4.85,155933,1
18-24,25-50K,Tier 3,Frequently,Definitely,High,0%,3.89,260182,0
18-24,2L+,Tier 3,Rarely,No,Low,0%,3.58,145441,0
18-24,2L+,Tier 3,Occasionally,Definitely,High,40%+,3.91,162743,1
25-34,<25K,Tier 3,Rarely,Definitely,Low,20-40%,2.91,69512,1
45+,25-50K,Tier 3,Rarely,No,High,10-20%,3.02,103026,0
18-24,50K-1L,Tier 1,Frequently,No,Low,20-40%,4.4,80656,0
18-24,<25K,Tier 1,Frequently,Maybe,Low,0%,3.72,221831,0
25-34,<25K,Tier 2,Never,Definitely,Medium,10-20%,4.59,180210,1
18-24,2L+,Tier 1,Never,Maybe,Low,40%+,4.56,189492,1
35-44,<25K,Tier 1,Frequently,Maybe,Medium,20-40%,4.91,282633,1
35-44,<25K,Tier 1,Rarely,No,High,20-40%,3.8,64789,1
45+,<25K,Tier 3,Rarely,Definitely,High,40%+,3.01,74925,0
18-24,2L+,Tier 2,Never,Definitely,High,20-40%,1.67,81625,1
25-34,50K-1L,Tier 2,Never,No,Low,0%,3.82,256518,1
35-44,50K-1L,Tier 2,Never,Maybe,High,40%+,2.17,194300,1
25-34,<25K,Tier 2,Occasionally,No,High,20-40%,2.13,8051,1
25-34,2L+,Tier 1,Occasionally,Definitely,Medium,40%+,1.95,174162,1
35-44,50K-1L,Tier 1,Never,No,Medium,10-20%,4.5,33805,0
25-34,50K-1L,Tier 3,Rarely,Definitely,High,40%+,4.47,99978,1
35-44,50K-1L,Tier 2,Never,Maybe,High,20-40%,3.52,55241,0
25-34,2L+,Tier 1,Occasionally,Definitely,Low,0%,2.89,132838,1
35-44,2L+,Tier 1,Rarely,Maybe,Low,40%+,3.69,70994,1
18-24,<25K,Tier 3,Occasionally,Maybe,High,40%+,3.43,283210,1
45+,1L-2L,Tier 3,Rarely,Definitely,Medium,20-40%,2.66,140793,1
35-44,50K-1L,Tier 3,Occasionally,Definitely,High,0%,2.52,273448,0
35-44,1L-2L,Tier 1,Rarely,Maybe,Low,0%,2.53,247941,0
45+,2L+,Tier 1,Rarely,No,Medium,10-20%,3.36,47967,1
35-44,2L+,Tier 3,Rarely,Definitely,Medium,10-20%,3.59,236296,0
35-44,2L+,Tier 2,Rarely,Maybe,Low,20-40%,2.81,76834,0
25-34,1L-2L,Tier 3,Frequently,Maybe,High,0%,4.87,122771,1
45+,2L+,Tier 3,Occasionally,No,High,0%,1.34,80842,0
18-24,<25K,Tier 3,Occasionally,Definitely,High,10-20%,2.39,7589,0
35-44,2L+,Tier 3,Frequently,Maybe,Low,10-20%,2.68,236617,1
45+,25-50K,Tier 1,Rarely,No,Medium,20-40%,1.07,59918,1
25-34,1L-2L,Tier 2,Rarely,Maybe,Low,0%,2.46,12711,0
18-24,25-50K,Tier 3,Occasionally,Definitely,High,40%+,2.09,222972,1
45+,2L+,Tier 2,Frequently,No,Low,10-20%,3.02,199399,1
18-24,<25K,Tier 2,Rarely,Maybe,Medium,20-40%,2.35,235314,1
18-24,50K-1L,Tier 2,Rarely,No,Low,0%,3.9,231218,0
18-24,2L+,Tier 3,Rarely,Definitely,High,0%,3.04,8970,1
35-44,<25K,Tier 1,Never,No,Medium,10-20%,1.52,263989,1
35-44,1L-2L,Tier 3,Frequently,Definitely,Low,20-40%,4.0,126315,0
25-34,25-50K,Tier 2,Rarely,Maybe,Low,40%+,1.4,149457,0
25-34,25-50K,Tier 2,Never,Definitely,Medium,10-20%,4.36,128252,0
45+,25-50K,Tier 1,Frequently,Maybe,Medium,20-40%,4.73,142022,0
25-34,1L-2L,Tier 3,Rarely,Maybe,High,0%,2.29,237302,0
18-24,<25K,Tier 2,Occasionally,Definitely,Medium,40%+,4.7,209583,1
18-24,1L-2L,Tier 1,Never,Maybe,High,20-40%,4.17,162833,0
35-44,25-50K,Tier 2,Never,No,Low,40%+,4.69,200507,1
18-24,2L+,Tier 1,Rarely,Maybe,High,20-40%,3.67,68944,0
45+,50K-1L,Tier 1,Rarely,Definitely,Low,20-40%,1.94,112437,1
18-24,1L-2L,Tier 3,Never,No,Medium,20-40%,4.58,131794,1
18-24,1L-2L,Tier 2,Occasionally,No,Low,20-40%,1.74,290024,0
45+,<25K,Tier 3,Occasionally,Maybe,Medium,40%+,1.85,137633,0
25-34,<25K,Tier 2,Frequently,Maybe,Low,10-20%,2.08,58205,0
25-34,1L-2L,Tier 3,Rarely,Definitely,Low,40%+,2.22,111948,0
45+,25-50K,Tier 2,Occasionally,No,Low,20-40%,3.06,69482,0
35-44,50K-1L,Tier 3,Frequently,Definitely,Low,40%+,3.85,92154,0
18-24,<25K,Tier 1,Occasionally,Maybe,High,40%+,4.7,91066,1
45+,25-50K,Tier 2,Rarely,No,Low,40%+,1.35,223480,1
18-24,2L+,Tier 2,Frequently,Definitely,High,20-40%,4.82,164402,1
35-44,<25K,Tier 1,Frequently,Definitely,Medium,40%+,4.69,133514,1
18-24,25-50K,Tier 3,Frequently,Definitely,Medium,0%,1.22,9983,1
45+,25-50K,Tier 2,Occasionally,Definitely,High,20-40%,2.44,175981,0
18-24,50K-1L,Tier 2,Rarely,Definitely,Medium,40%+,4.25,200552,0
25-34,50K-1L,Tier 3,Frequently,No,Medium,0%,3.45,157401,1
35-44,2L+,Tier 1,Never,Definitely,Low,40%+,4.12,127668,1
35-44,25-50K,Tier 3,Rarely,No,Low,10-20%,3.88,172806,0
35-44,25-50K,Tier 3,Never,Definitely,Low,40%+,2.99,210426,0
45+,50K-1L,Tier 3,Never,Maybe,High,40%+,1.16,212526,0
35-44,<25K,Tier 2,Frequently,Maybe,High,10-20%,3.34,244026,0
25-34,<25K,Tier 1,Frequently,Definitely,Medium,20-40%,1.19,122512,1
45+,1L-2L,Tier 1,Occasionally,Maybe,Low,10-20%,3.41,71786,1
25-34,50K-1L,Tier 3,Occasionally,No,High,20-40%,4.2,271902,0
18-24,1L-2L,Tier 2,Occasionally,Definitely,High,10-20%,3.34,113119,0
18-24,50K-1L,Tier 3,Rarely,No,Low,40%+,4.99,87673,1
18-24,2L+,Tier 2,Occasionally,Definitely,High,40%+,2.82,157904,1
18-24,25-50K,Tier 2,Never,Maybe,Low,20-40%,4.0,264111,1
25-34,2L+,Tier 2,Occasionally,No,Medium,20-40%,3.67,119869,0
45+,50K-1L,Tier 2,Frequently,Maybe,Medium,0%,4.97,249944,1
45+,25-50K,Tier 1,Occasionally,Maybe,Medium,0%,3.85,286872,0
35-44,<25K,Tier 2,Rarely,Definitely,Low,40%+,1.66,264554,0
25-34,<25K,Tier 2,Rarely,No,High,40%+,4.82,130019,0
18-24,1L-2L,Tier 3,Never,Maybe,Medium,0%,3.67,107548,1
25-34,50K-1L,Tier 3,Rarely,Definitely,Medium,0%,1.24,249525,1
35-44,50K-1L,Tier 1,Occasionally,Definitely,Medium,20-40%,3.63,154477,0
35-44,<25K,Tier 3,Frequently,Definitely,High,10-20%,4.53,7821,1
25-34,2L+,Tier 2,Rarely,Maybe,High,20-40%,3.31,178602,0
25-34,25-50K,Tier 3,Never,Definitely,Low,0%,2.42,109273,1
25-34,2L+,Tier 1,Occasionally,No,Medium,40%+,4.28,261196,0
45+,2L+,Tier 3,Never,No,High,0%,4.13,228626,0
18-24,<25K,Tier 3,Rarely,Maybe,Low,40%+,3.18,215704,1
25-34,<25K,Tier 1,Rarely,No,Medium,40%+,1.62,241579,1
25-34,<25K,Tier 1,Never,Definitely,High,40%+,2.0,21148,0
25-34,1L-2L,Tier 2,Occasionally,Maybe,High,40%+,3.95,91545,1
35-44,2L+,Tier 3,Rarely,Definitely,Low,10-20%,4.22,59459,0
35-44,50K-1L,Tier 2,Frequently,Maybe,Medium,0%,2.12,219417,0
45+,25-50K,Tier 3,Rarely,Maybe,Medium,20-40%,2.47,96954,0
18-24,1L-2L,Tier 3,Occasionally,Definitely,High,40%+,1.31,290262,0
45+,50K-1L,Tier 2,Rarely,No,Medium,40%+,3.85,136515,0
18-24,2L+,Tier 3,Never,No,Low,20-40%,1.01,94379,0
35-44,<25K,Tier 3,Rarely,Maybe,High,20-40%,1.19,288197,0
35-44,2L+,Tier 3,Rarely,Definitely,High,40%+,1.02,173276,0
35-44,25-50K,Tier 1,Occasionally,Definitely,Low,20-40%,3.58,178312,1
45+,1L-2L,Tier 2,Never,Maybe,High,20-40%,2.67,237415,1
25-34,1L-2L,Tier 1,Occasionally,No,Medium,10-20%,2.19,144363,0
25-34,25-50K,Tier 2,Rarely,Definitely,Medium,20-40%,4.65,244654,0
35-44,50K-1L,Tier 2,Frequently,No,High,0%,1.77,283429,0
25-34,50K-1L,Tier 3,Rarely,No,Low,0%,2.56,18944,1
25-34,1L-2L,Tier 2,Occasionally,Maybe,Low,0%,4.76,106041,0
